,bruises,odor,ring-number,ring-type,spore-print-color,population,habitat,cap,gill,stalk
7586,0,5,2,4,7,3,1,1.3795217293806183,1.8623206534617112,-0.05708090772066722
6761,0,2,1,0,7,4,0,0.6591977383551894,-2.0421267634770066,-0.913242066217619
2594,0,2,1,2,1,4,4,-1.7586209159116462,-0.21609117257139643,3.217800950132971
3790,0,2,1,2,1,4,0,-0.34849349587411305,-0.026432796589665127,3.217800950132971
3058,0,1,1,4,2,3,0,-1.4102125486811237,-1.09383488356835,-0.8430332872471509
1029,0,5,1,0,2,0,1,-0.09966971927229715,0.7243703975713236,-1.7370936716638257
4080,0,2,1,2,1,5,0,-0.5767254980670828,-0.21609117257139643,1.4644722174718798
2876,1,5,1,4,2,5,0,-0.34849349587411305,0.35288395537379746,-0.21683429470917706
5711,1,5,2,0,7,1,6,0.7878451499194522,1.301175835282454,-0.665518582764133
3574,1,5,1,4,3,4,0,-0.34849349587411305,1.1115174593007227,-1.3820642626977904
2144,1,5,1,4,3,4,0,1.0076061055857122,0.7322007073372602,-0.2058667333528342
4103,1,5,1,4,3,5,0,0.8334019219704508,1.1115174593007227,-1.0880148803615513
6412,0,7,1,0,7,4,4,0.2652325990736682,-2.0421267634770066,-0.06501591182344083
5106,0,8,1,0,7,4,4,-0.7509296816823438,-2.0421267634770066,-0.06501591182344083
1200,1,3,1,4,3,2,1,0.2942954200092241,1.301175835282454,-1.020547991730168
2025,1,5,1,4,2,4,0,-1.584416732296385,0.35288395537379746,-0.796707388364398
621,1,3,1,4,3,2,1,2.2505426474569252,1.301175835282454,-1.020547991730168
7389,0,2,1,0,7,4,4,-0.20480987427217634,-2.0421267634770066,-0.38214609486975315
566,1,0,1,4,3,2,1,0.46849960362448534,-0.21609117257139643,-1.020547991730168
7087,0,7,1,0,7,4,4,0.18915526500934482,-2.0421267634770066,-0.3048043911741535
1837,0,5,1,0,3,3,1,0.5225274222021941,0.5347120215895923,0.5419736211188371
1334,0,5,1,0,2,0,1,1.3104577007652365,0.5347120215895923,-1.7370936716638257
3992,0,2,1,2,1,5,1,-0.34849349587411305,0.7322007073372602,2.052570982144358
7725,0,5,2,4,7,2,1,-0.8875999978353397,0.34505364560786106,-0.665518582764133
2099,0,5,1,0,3,0,1,-0.7964864537333425,0.7243703975713236,-1.7370936716638257
3946,0,2,1,2,1,4,0,-0.7133958142200783,-0.21609117257139643,1.4644722174718798
5061,0,2,1,2,1,4,4,-0.7133958142200783,0.7322007073372602,3.217800950132971
4166,0,2,1,2,1,4,0,-1.7586209159116462,-0.026432796589665127,2.052570982144358
5614,0,7,1,0,7,4,2,-0.4025213144518212,-2.0421267634770066,-0.30206250083506786
1688,1,5,1,4,3,5,0,-0.4025213144518212,0.7322007073372602,-0.21683429470917706
745,1,3,1,4,3,2,1,0.2942954200092241,0.35288395537379746,-1.020547991730168
5564,1,2,1,4,1,4,5,-0.09966971927229715,1.301175835282454,-0.3198723200020583
5138,0,2,1,2,1,5,4,1.8786270236620188,0.7322007073372602,4.393998479477928
2187,1,5,1,4,2,5,0,-1.9328250995269078,0.35288395537379746,-1.0907567707006371
195,0,5,1,4,3,5,5,-0.34849349587411305,-1.662810011513544,-1.198062696213186
1152,1,6,1,4,3,4,1,0.2942954200092241,-1.2834932595500816,-1.198062696213186
3518,1,5,1,4,2,4,0,-1.9328250995269078,0.35288395537379746,-0.21683429470917706
5363,0,2,1,2,1,5,0,1.8786270236620188,0.7322007073372602,0.8818572334775732
802,1,6,1,4,3,4,5,-0.7964864537333425,-1.09383488356835,-1.198062696213186
4995,0,2,1,2,1,4,0,1.8786270236620188,-0.026432796589665127,1.4644722174718798
2350,1,5,1,4,2,5,0,-0.7509296816823438,1.301175835282454,-1.3820642626977904
7074,0,2,1,0,7,4,2,1.0076061055857122,-2.0421267634770066,-0.38214609486975315
5265,0,2,1,0,7,4,0,-0.4025213144518212,-2.0421267634770066,-0.6191926838813802
7356,0,2,1,0,7,4,4,0.2652325990736682,-2.0421267634770066,0.2290334705127982
5263,1,2,1,4,1,3,5,-0.08317576815685446,0.7322007073372602,-0.3198723200020583
2068,0,5,1,0,3,0,1,0.4394367826889296,1.2933455255165174,-1.7370936716638257
2907,1,5,1,4,2,5,0,-1.9328250995269078,0.7322007073372602,-0.796707388364398
4937,0,2,1,2,1,4,1,-0.5767254980670828,0.7322007073372602,3.2287685114893145
6276,0,7,1,0,7,4,4,-0.7509296816823438,-2.0421267634770066,-0.3048043911741535
644,1,3,1,4,2,3,4,1.8786270236620188,0.35288395537379746,-1.9066733720440707
7184,0,7,1,0,7,4,4,-0.20480987427217634,-2.0421267634770066,-0.6191926838813802
6096,0,2,1,0,7,4,4,-0.7509296816823438,-2.0421267634770066,-0.6734535868669065
7368,0,4,0,3,7,1,0,-0.9251338652976054,2.838323696114173,2.5689349579657863
3891,1,5,1,4,2,4,0,0.8334019219704508,0.35288395537379746,0.08544075864431919
5656,0,2,1,2,1,4,0,-0.5767254980670828,-0.21609117257139643,0.8818572334775732
120,1,6,1,4,2,4,1,-0.09966971927229715,-1.2834932595500816,-1.198062696213186
1777,1,6,1,4,3,3,5,0.6136409663041908,-1.09383488356835,-1.198062696213186
2981,1,5,1,4,3,4,0,-1.7586209159116462,0.7322007073372602,-1.0907567707006371
4343,0,2,1,2,1,4,1,0.46849960362448534,-0.026432796589665127,0.8818572334775732
3074,1,5,1,4,3,5,0,1.0076061055857122,0.7322007073372602,-0.2058667333528342
6526,0,7,1,0,7,4,2,0.6136409663041908,-2.0421267634770066,-0.5961118831713068
6557,0,7,1,0,7,4,4,0.6136409663041908,-2.0421267634770066,0.22629158017371254
7095,0,8,1,0,7,4,2,-0.20480987427217634,-2.0421267634770066,-0.9105001758785335
3035,1,5,1,4,3,5,0,1.0076061055857122,1.301175835282454,0.07721508762706197
2135,1,5,1,4,3,5,0,-0.5767254980670828,1.1115174593007227,-1.0907567707006371
5647,1,2,1,4,1,3,1,-0.09966971927229715,1.301175835282454,0.897003030084873
6629,0,8,1,0,7,4,0,-0.7964864537333425,-2.0421267634770066,-0.3794042045306674
134,1,0,1,4,3,4,0,1.3104577007652365,-0.1533733134256301,-1.3820642626977904
7177,0,2,1,0,7,4,2,0.14359849295834642,-2.0421267634770066,0.22629158017371254
4190,0,2,1,2,1,4,0,0.6967316058174551,-0.026432796589665127,3.2287685114893145
4423,0,2,1,2,1,4,4,0.8334019219704508,-0.21609117257139643,4.393998479477928
4320,0,2,1,2,1,4,1,1.8786270236620188,-0.026432796589665127,0.8818572334775732
5460,1,2,1,4,1,3,1,-0.08317576815685446,-0.026432796589665127,0.897003030084873
1162,1,5,1,4,3,4,0,-1.9328250995269078,0.7322007073372602,-1.3820642626977904
2559,1,5,1,4,2,5,0,-0.4025213144518212,1.1115174593007227,0.08544075864431919
62,1,3,1,4,3,3,3,2.4247468310721865,-0.21609117257139643,-1.020547991730168
5312,0,7,1,0,7,4,4,-0.4025213144518212,-2.0421267634770066,-0.9105001758785335
7962,0,8,1,0,7,4,0,0.18915526500934482,-2.0421267634770066,0.2290334705127982
4379,1,5,1,4,2,4,0,0.6591977383551894,0.35288395537379746,0.08544075864431919
1642,1,5,1,4,3,4,0,-1.584416732296385,0.35288395537379746,-0.21683429470917706
4247,1,2,1,4,1,3,1,-1.4933031881943875,0.7322007073372602,-0.16518891261085913
2467,1,5,1,4,2,4,0,-0.7509296816823438,0.7322007073372602,-1.0907567707006371
679,1,0,1,4,2,3,3,2.2505426474569252,-0.21609117257139643,-1.020547991730168
4630,1,5,1,4,2,4,0,-0.5226976794893742,1.301175835282454,-0.21683429470917706
741,1,0,1,4,2,3,3,2.2505426474569252,0.35288395537379746,-1.020547991730168
1211,0,5,1,0,2,0,1,0.6136409663041908,1.2933455255165174,-1.7370936716638257
2170,1,5,1,4,2,4,0,-0.5767254980670828,0.7322007073372602,0.07721508762706197
6134,0,7,1,0,7,4,2,-0.7509296816823438,-2.0421267634770066,-0.010755008837914495
5563,1,5,2,0,7,1,6,-0.7509296816823438,-0.4057495485531277,0.7910188772216338
5409,1,2,1,4,1,3,1,-0.08317576815685446,0.7322007073372602,-0.16518891261085913
2900,1,5,1,4,3,5,0,-0.5767254980670828,1.301175835282454,-0.21683429470917706
3258,0,1,1,4,3,4,0,-1.4102125486811237,-1.662810011513544,-0.8430332872471509
567,0,5,1,0,2,3,1,0.4394367826889296,0.7243703975713236,-0.674901728968094
1873,0,5,1,0,2,0,1,-0.34849349587411305,0.7243703975713236,-1.7370936716638257
648,1,0,1,4,2,3,1,0.46849960362448534,0.35288395537379746,-1.020547991730168
2596,1,5,1,4,3,5,0,-0.4025213144518212,1.301175835282454,0.959363234635779
1717,1,3,1,4,3,2,3,0.2942954200092241,0.16322557939206617,-1.020547991730168
7322,0,2,1,0,7,4,2,0.14359849295834642,-2.0421267634770066,-0.6191926838813802
2843,1,5,1,4,3,4,0,-1.9328250995269078,0.7322007073372602,-1.0880148803615513
1392,0,5,1,0,2,0,1,1.3104577007652365,0.5347120215895923,0.5419736211188371
6109,0,2,1,0,7,4,4,-0.7964864537333425,-2.0421267634770066,-0.6191926838813802
6383,0,7,1,0,7,4,4,0.6136409663041908,-2.0421267634770066,-0.30206250083506786
6416,0,8,1,0,7,4,0,1.0076061055857122,-2.0421267634770066,-0.0880967125335141
6225,0,8,1,0,7,4,0,-1.144894820963865,-2.0421267634770066,-0.5961118831713068
6883,0,2,1,0,7,4,0,-0.7509296816823438,-2.0421267634770066,0.22629158017371254
489,1,0,1,4,2,3,4,-0.4025213144518212,0.35288395537379746,-1.9066733720440707
493,1,3,1,4,3,3,4,1.0076061055857122,1.301175835282454,-1.9066733720440707
690,1,0,1,4,2,3,1,2.4247468310721865,1.301175835282454,-1.020547991730168
7711,0,7,1,0,7,4,2,0.14359849295834642,-2.0421267634770066,-0.38214609486975315
602,0,5,1,0,3,0,1,0.5225274222021941,0.7243703975713236,0.5419736211188371
1911,1,5,1,4,2,4,0,-0.5767254980670828,1.1115174593007227,0.959363234635779
5599,0,5,1,1,1,5,0,0.2942954200092241,-0.14554300365969353,0.3966733599315991
4092,1,5,1,4,3,5,0,1.0076061055857122,0.35288395537379746,-1.3820642626977904
5825,0,2,1,2,1,4,0,1.8786270236620188,0.7322007073372602,1.4644722174718798
5766,1,2,1,4,1,3,5,1.3104577007652365,0.7322007073372602,-0.16518891261085913
4140,0,2,1,2,1,5,0,-0.34849349587411305,-0.21609117257139643,2.6461535274950068
5623,1,5,2,0,7,1,6,0.5375636322398677,-0.4057495485531277,0.7910188772216338
5573,0,8,1,0,7,4,0,-0.7509296816823438,-2.0421267634770066,0.5203409625099515
2366,1,5,1,4,2,4,0,-1.9328250995269078,0.35288395537379746,-1.3820642626977904
1187,1,6,1,4,2,4,5,0.6136409663041908,-0.7145181316048876,-1.198062696213186
274,1,0,1,4,3,3,4,1.8786270236620188,0.35288395537379746,-1.9066733720440707
5697,0,7,1,0,7,4,0,-0.4025213144518212,-2.0421267634770066,-0.6191926838813802
4694,0,2,1,2,1,4,4,-0.5767254980670828,-0.026432796589665127,2.629702185460493
1361,1,6,1,4,2,4,5,1.0076061055857122,-0.14554300365969353,-1.198062696213186
6997,0,5,2,4,7,3,1,0.052484948856349585,1.2933455255165174,-0.05708090772066722
1526,1,5,1,4,3,5,0,-0.4025213144518212,1.301175835282454,-1.3820642626977904
5677,1,2,1,4,1,4,1,-0.09966971927229715,1.301175835282454,0.897003030084873
4031,0,1,1,4,2,3,0,-0.09966971927229715,0.22594343853783255,-0.8430332872471509
8002,0,5,2,4,7,3,1,-0.09966971927229715,1.8623206534617112,-0.05708090772066722
1551,1,3,1,4,2,2,3,2.2505426474569252,-0.21609117257139643,-1.020547991730168
330,1,6,1,4,2,4,5,-0.4025213144518212,-0.14554300365969353,-1.198062696213186
7641,0,5,2,4,7,3,1,1.3795217293806183,1.2933455255165174,-0.05708090772066722
1337,1,5,1,4,3,5,0,-1.9328250995269078,1.1115174593007227,-1.0880148803615513
4002,1,5,1,4,2,4,0,1.0076061055857122,0.35288395537379746,-0.21683429470917706
945,0,5,1,0,3,0,1,-0.17428931225885164,0.5347120215895923,0.5419736211188371
6641,0,8,1,0,7,4,4,0.5375636322398677,-2.0421267634770066,-0.30206250083506786
2250,1,5,1,4,3,5,0,-0.5767254980670828,1.1115174593007227,0.959363234635779
6391,0,7,1,0,7,4,4,-0.7964864537333425,-2.0421267634770066,0.2290334705127982
801,1,0,1,4,3,2,1,0.46849960362448534,1.301175835282454,-1.020547991730168
7772,0,5,2,4,7,3,1,1.3795217293806183,1.8623206534617112,-0.1344226114162668
2346,0,5,1,0,3,3,1,-0.8875999978353397,0.5347120215895923,-0.674901728968094
68,1,0,1,4,2,2,1,0.46849960362448534,1.301175835282454,-1.020547991730168
6681,0,2,1,0,7,4,2,-0.7509296816823438,-2.0421267634770066,-0.06501591182344083
5784,0,2,1,2,1,5,4,1.8786270236620188,-0.21609117257139643,0.8818572334775732
2784,1,5,1,4,2,4,0,-0.34849349587411305,0.7322007073372602,0.959363234635779
1598,0,5,1,0,2,3,1,0.4394367826889296,1.2933455255165174,-0.5202183215768948
7834,0,5,1,4,3,1,2,0.14359849295834642,3.027982072095903,0.5051951659026519
6433,0,2,1,0,7,4,4,0.6591977383551894,-2.0421267634770066,-0.6734535868669065
7991,0,5,2,4,7,2,1,-0.030605690656914895,1.8623206534617112,-0.05708090772066722
1503,0,5,1,0,2,0,1,-1.7586209159116462,0.5347120215895923,-1.7370936716638257
3838,1,5,1,4,3,5,0,0.6591977383551894,0.7322007073372602,-1.0907567707006371
150,1,0,1,4,3,3,1,0.2942954200092241,1.301175835282454,-1.020547991730168
2804,1,5,1,4,3,5,0,-1.7586209159116462,1.301175835282454,0.08544075864431919
5770,0,2,1,0,7,4,0,-0.4025213144518212,-2.0421267634770066,0.22629158017371254
2086,0,5,1,0,3,3,1,-0.17428931225885164,0.5347120215895923,0.5419736211188371
7405,0,5,1,4,8,4,2,1.5537259129958796,1.8900318162055154,0.5051951659026519
2259,1,5,1,4,3,4,0,-0.4025213144518212,0.35288395537379746,-0.796707388364398
7713,0,2,1,0,7,4,2,-1.144894820963865,-2.0421267634770066,-1.2045495582147725
4001,0,2,1,2,1,5,4,0.8334019219704508,0.7322007073372602,2.6461535274950068
6266,0,7,1,0,7,4,4,1.0076061055857122,-2.0421267634770066,-0.010755008837914495
6425,0,7,1,0,7,4,0,1.0076061055857122,-2.0421267634770066,-0.38214609486975315
859,1,6,1,4,2,4,1,-0.7964864537333425,-0.7145181316048876,-1.198062696213186
4074,1,5,1,4,3,4,0,1.0076061055857122,0.7322007073372602,0.959363234635779
7211,0,5,2,4,7,2,1,-0.8875999978353397,0.34505364560786106,-0.05708090772066722
6049,0,2,1,0,7,4,0,0.6136409663041908,-2.0421267634770066,-0.06501591182344083
4890,0,2,1,2,1,5,1,0.8334019219704508,-0.026432796589665127,1.4644722174718798
4189,0,2,1,2,1,4,4,1.8786270236620188,-0.026432796589665127,0.8818572334775732
7193,0,7,1,0,7,4,4,-0.7509296816823438,-2.0421267634770066,-0.010755008837914495
366,1,0,1,4,3,3,4,0.46849960362448534,1.301175835282454,-1.9066733720440707
1432,1,6,1,4,2,3,1,1.7044228400467576,-0.14554300365969353,-1.198062696213186
4373,0,2,1,2,1,5,1,-0.34849349587411305,0.7322007073372602,2.629702185460493
5702,0,5,1,0,7,4,2,-0.6969018631046355,0.4156018145195639,1.2559902098484974
1779,0,5,1,0,2,0,1,-0.7964864537333425,1.2933455255165174,-1.7370936716638257
3774,1,5,1,4,2,5,0,-0.17428931225885164,0.7322007073372602,-1.0880148803615513
4970,0,2,1,2,1,4,1,-0.34849349587411305,-0.21609117257139643,2.629702185460493
6518,0,2,1,0,7,4,2,0.6591977383551894,-2.0421267634770066,-0.30206250083506786
1818,0,5,1,0,3,3,1,1.3104577007652365,1.2933455255165174,0.5419736211188371
5199,0,2,1,2,1,4,1,0.8334019219704508,-0.21609117257139643,2.052570982144358
841,1,6,1,4,3,4,1,-0.4025213144518212,-0.14554300365969353,-1.198062696213186
2704,1,5,1,4,2,4,0,-0.17428931225885164,1.1115174593007227,0.07721508762706197
1189,0,5,1,0,3,3,1,-1.584416732296385,1.2933455255165174,-1.7370936716638257
175,1,3,1,4,2,2,3,2.6445077867384463,1.301175835282454,-1.020547991730168
4511,0,2,1,2,1,5,4,-0.34849349587411305,0.7322007073372602,2.6461535274950068
8079,0,2,1,0,7,4,2,0.18915526500934482,-2.0421267634770066,-1.2045495582147725
617,1,3,1,4,2,3,1,2.6445077867384463,-0.21609117257139643,-1.020547991730168
2093,0,5,1,0,3,3,1,-0.09966971927229715,0.5347120215895923,0.5419736211188371
3308,1,5,1,4,2,5,0,-0.5767254980670828,0.7322007073372602,-0.796707388364398
5910,1,2,1,4,1,3,1,-0.09966971927229715,-0.026432796589665127,-0.3198723200020583
3491,1,5,1,4,3,5,0,-0.5226976794893742,1.301175835282454,0.07721508762706197
5432,0,2,1,0,7,4,0,-0.4025213144518212,-2.0421267634770066,-0.6734535868669065
82,0,5,1,4,3,5,5,-0.34849349587411305,-1.09383488356835,-1.198062696213186
4414,0,2,1,2,1,5,1,0.46849960362448534,0.7322007073372602,2.6461535274950068
3208,0,2,1,2,1,4,1,-1.7586209159116462,-0.026432796589665127,2.052570982144358
816,1,0,1,4,2,5,1,-0.4025213144518212,0.7322007073372602,-1.9066733720440707
1030,1,5,1,4,3,5,0,-1.7586209159116462,1.1115174593007227,0.959363234635779
4908,0,2,1,2,1,5,1,-0.5767254980670828,-0.21609117257139643,3.2287685114893145
300,0,5,1,0,2,0,1,-0.8875999978353397,0.7243703975713236,-0.5202183215768948
5231,0,5,1,0,7,4,2,-1.1669443364504801,0.4156018145195639,2.318182152544229
1472,1,6,1,4,2,4,5,1.3104577007652365,-1.09383488356835,-1.198062696213186
283,1,3,1,4,2,3,3,0.07453446434296443,0.16322557939206617,-1.020547991730168
2028,0,5,1,0,2,0,1,-0.7964864537333425,0.5347120215895923,0.5419736211188371
7776,0,5,2,4,7,2,1,-0.09966971927229715,1.2933455255165174,-0.665518582764133
4990,0,2,1,2,1,4,0,0.6967316058174551,-0.21609117257139643,4.393998479477928
6443,0,7,1,0,7,4,0,-0.7509296816823438,-2.0421267634770066,-0.913242066217619
2915,1,5,1,4,3,4,0,-0.5767254980670828,1.1115174593007227,0.959363234635779
1813,1,0,1,4,3,3,1,-0.09966971927229715,0.35288395537379746,-1.020547991730168
1271,0,5,1,0,3,3,1,-0.09966971927229715,0.9140287735530548,0.5419736211188371
5550,1,2,1,4,1,3,5,-1.4933031881943875,-0.026432796589665127,-0.3198723200020583
7207,0,2,1,0,7,4,2,0.5375636322398677,-2.0421267634770066,-0.9105001758785335
4368,0,2,1,2,1,4,4,0.8334019219704508,-0.21609117257139643,0.8818572334775732
6052,0,7,1,0,7,4,0,0.6591977383551894,-2.0421267634770066,-0.30206250083506786
5154,0,5,1,0,7,4,0,-0.4025213144518212,-0.14554300365969353,-0.8822262614047723
7929,0,5,2,4,7,3,1,0.052484948856349585,1.2933455255165174,-0.1344226114162668
3150,1,5,1,4,2,5,0,-0.5226976794893742,1.1115174593007227,-1.0880148803615513
820,1,3,1,4,3,2,3,2.4247468310721865,1.301175835282454,-1.020547991730168
2313,1,5,1,4,3,4,0,-0.5767254980670828,1.1115174593007227,-0.796707388364398
2008,0,5,1,0,2,0,1,-0.17428931225885164,0.9140287735530548,0.5419736211188371
5681,0,5,1,1,1,4,0,1.530218656431496,-0.14554300365969353,0.3966733599315991
2642,1,5,1,4,2,4,0,-0.7509296816823438,1.301175835282454,-1.3820642626977904
4382,0,2,1,2,1,5,0,0.46849960362448534,-0.21609117257139643,3.217800950132971
3780,1,5,1,4,3,5,0,0.8334019219704508,1.301175835282454,0.08544075864431919
7403,0,8,1,0,7,4,2,0.18915526500934482,-2.0421267634770066,0.5203409625099515
2305,1,5,1,4,3,5,0,-0.5767254980670828,0.35288395537379746,-0.796707388364398
4347,0,2,1,2,1,4,1,-0.34849349587411305,-0.026432796589665127,0.8818572334775732
5857,0,2,1,2,1,5,0,-0.5767254980670828,-0.21609117257139643,3.2287685114893145
99,1,0,1,4,2,3,1,0.2942954200092241,-0.21609117257139643,-1.020547991730168
4772,0,2,1,2,1,4,4,-0.34849349587411305,0.7322007073372602,3.2287685114893145
744,1,3,1,4,3,3,4,1.8786270236620188,0.35288395537379746,-1.9066733720440707
7802,0,7,1,0,7,4,0,-0.7964864537333425,-2.0421267634770066,-0.38214609486975315
7800,0,7,1,0,7,4,0,0.5375636322398677,-2.0421267634770066,-0.5961118831713068
4635,0,2,1,2,1,5,0,0.46849960362448534,0.7322007073372602,2.629702185460493
480,1,0,1,4,2,3,3,2.8187119703537076,0.16322557939206617,-1.020547991730168
5381,1,2,1,4,1,4,5,-0.09966971927229715,0.7322007073372602,-0.3198723200020583
7882,0,5,2,4,7,3,1,-0.8875999978353397,1.2933455255165174,-0.1344226114162668
5747,1,2,1,4,1,3,5,-1.4933031881943875,1.301175835282454,0.897003030084873
1157,0,5,1,0,2,0,1,-0.34849349587411305,0.5347120215895923,-0.674901728968094
6805,0,2,1,0,7,4,2,0.6591977383551894,-2.0421267634770066,-0.9105001758785335
6811,0,2,1,0,7,4,4,0.2652325990736682,-2.0421267634770066,0.22629158017371254
5998,1,2,1,4,1,4,5,-0.08317576815685446,0.7322007073372602,-0.3198723200020583
1437,1,6,1,4,2,3,1,1.7044228400467576,-1.2834932595500816,-1.198062696213186
2414,1,5,1,4,3,4,0,-1.7586209159116462,1.1115174593007227,-0.796707388364398
3554,0,1,1,4,2,4,0,-1.4102125486811237,-0.7145181316048876,-0.8430332872471509
4762,0,2,1,2,1,5,0,0.46849960362448534,0.7322007073372602,4.393998479477928
402,1,6,1,4,3,4,5,-0.4025213144518212,-0.7145181316048876,-1.198062696213186
7017,0,8,1,0,7,4,4,0.6591977383551894,-2.0421267634770066,-0.9105001758785335
2195,1,5,1,4,3,4,0,-0.7509296816823438,0.35288395537379746,-0.21683429470917706
949,1,6,1,4,3,4,5,1.0076061055857122,-0.14554300365969353,-1.198062696213186
5558,0,7,1,0,7,4,4,-0.4025213144518212,-2.0421267634770066,-0.6191926838813802
2067,1,6,1,4,2,4,5,0.6136409663041908,-1.09383488356835,-1.198062696213186
4222,0,2,1,2,1,4,4,-0.5767254980670828,-0.026432796589665127,3.217800950132971
5696,0,2,1,2,1,5,1,1.8786270236620188,-0.026432796589665127,0.8818572334775732
668,1,3,1,4,3,5,4,1.8786270236620188,0.35288395537379746,-1.9066733720440707
218,1,3,1,4,3,3,1,0.2942954200092241,1.301175835282454,-1.020547991730168
3366,0,1,1,4,2,3,0,-0.9706906373486036,-0.3352013796414249,-0.8430332872471509
7822,0,2,1,0,7,4,4,0.5375636322398677,-2.0421267634770066,-0.3794042045306674
1962,1,5,1,4,2,4,0,-1.9328250995269078,1.1115174593007227,0.959363234635779
4271,0,2,1,2,1,5,0,-0.5767254980670828,-0.026432796589665127,2.6461535274950068
5889,1,2,1,4,1,3,5,-0.08317576815685446,0.7322007073372602,-1.3820642626977904
2213,1,5,1,4,2,5,0,-0.7509296816823438,0.7322007073372602,-1.0880148803615513
2633,1,5,1,4,3,4,0,0.8334019219704508,1.301175835282454,0.959363234635779
1659,0,5,1,0,3,0,1,-0.8875999978353397,0.9140287735530548,-1.7370936716638257
3734,0,2,1,2,1,5,1,-0.5767254980670828,-0.026432796589665127,2.052570982144358
5448,0,8,1,0,7,4,4,-0.4025213144518212,-2.0421267634770066,-0.30206250083506786
5389,1,5,2,0,7,1,6,-0.20480987427217634,1.301175835282454,0.8047283289170621
5571,1,5,2,4,5,4,3,2.6445077867384463,0.9218590833189911,-0.8430332872471509
2145,1,5,1,4,2,4,0,1.0076061055857122,0.35288395537379746,-1.0907567707006371
777,1,0,1,4,3,5,1,-0.4025213144518212,0.7322007073372602,-1.9066733720440707
2434,1,5,1,4,2,4,0,-1.7586209159116462,0.7322007073372602,-0.21683429470917706
3066,1,5,1,4,2,5,0,1.0076061055857122,1.1115174593007227,-1.0907567707006371
6583,0,7,1,0,7,4,4,1.0076061055857122,-2.0421267634770066,-0.6191926838813802
5835,0,5,1,1,1,4,0,1.7044228400467576,-0.14554300365969353,0.3966733599315991
4652,1,5,1,4,3,5,0,1.0076061055857122,0.35288395537379746,-0.796707388364398
4947,0,2,1,2,1,5,0,-0.5767254980670828,-0.21609117257139643,2.052570982144358
1491,1,6,1,4,3,3,5,1.3104577007652365,-0.7145181316048876,-1.198062696213186
3545,1,5,1,4,2,4,0,0.6591977383551894,0.7322007073372602,-1.0907567707006371
3153,1,5,1,4,3,4,0,-0.34849349587411305,0.7322007073372602,-0.21683429470917706
3886,1,5,1,4,2,4,0,-0.5226976794893742,0.7322007073372602,-0.2058667333528342
3806,0,1,1,4,3,4,0,-0.6222822701180812,-0.3352013796414249,-0.8430332872471509
4028,1,2,1,4,1,3,1,-0.08317576815685446,0.7322007073372602,-0.3198723200020583
6087,0,7,1,0,7,4,2,-1.144894820963865,-2.0421267634770066,-0.913242066217619
4714,0,2,1,2,1,4,4,-0.34849349587411305,-0.21609117257139643,0.8818572334775732
3641,1,5,1,4,2,5,0,0.8334019219704508,0.7322007073372602,0.959363234635779
517,1,0,1,4,2,2,1,2.4247468310721865,0.16322557939206617,-1.020547991730168
6558,0,5,1,4,0,4,2,-0.7964864537333425,1.8900318162055154,0.5051951659026519
4228,0,2,1,2,1,4,1,-0.7133958142200783,-0.21609117257139643,2.629702185460493
5793,1,5,2,4,5,4,1,2.6445077867384463,-0.21609117257139643,-0.8430332872471509
7151,0,2,1,0,7,4,2,0.2652325990736682,-2.0421267634770066,0.2290334705127982
7902,0,8,1,0,7,4,4,0.14359849295834642,-2.0421267634770066,-0.38214609486975315
6220,0,7,1,0,7,4,0,0.2652325990736682,-2.0421267634770066,-0.6191926838813802
1415,0,5,1,0,2,0,1,-0.17428931225885164,0.5347120215895923,-0.674901728968094
568,1,6,1,4,3,3,1,-0.7964864537333425,-1.09383488356835,-1.198062696213186
360,0,5,1,0,3,3,1,-1.584416732296385,0.5347120215895923,-0.674901728968094
6486,0,7,1,0,7,4,2,0.2652325990736682,-2.0421267634770066,-0.38214609486975315
7093,0,2,1,0,7,4,2,0.6136409663041908,-2.0421267634770066,-0.06501591182344083
5296,1,2,1,4,1,3,1,0.4394367826889296,0.7322007073372602,0.897003030084873
4235,0,2,1,2,1,5,4,0.8334019219704508,-0.026432796589665127,2.052570982144358
3100,1,5,1,4,2,5,0,0.6591977383551894,0.7322007073372602,-0.21683429470917706
4622,0,2,1,2,1,4,4,0.8334019219704508,-0.026432796589665127,2.6461535274950068
759,1,0,1,4,2,5,4,-0.4025213144518212,0.35288395537379746,-1.9066733720440707
3548,1,5,1,4,3,5,0,-0.34849349587411305,1.1115174593007227,-0.2058667333528342
4450,0,2,1,2,1,5,4,-0.7133958142200783,0.7322007073372602,2.629702185460493
7638,0,7,1,0,7,4,0,-0.7964864537333425,-2.0421267634770066,0.22629158017371254
7833,0,5,1,4,0,4,2,1.5537259129958796,1.8900318162055154,0.5051951659026519
6592,0,7,1,0,7,4,0,0.6591977383551894,-2.0421267634770066,-0.06501591182344083
5310,0,2,1,0,7,4,4,-0.4025213144518212,-2.0421267634770066,-0.0880967125335141
214,1,0,1,4,3,3,1,1.8786270236620188,0.35288395537379746,-1.9066733720440707
3662,1,5,1,4,2,5,0,-0.4025213144518212,0.7322007073372602,-1.3820642626977904
5633,1,5,2,4,5,4,1,1.2508743178163555,0.9218590833189911,-0.8430332872471509
5901,1,5,2,4,5,4,1,1.3104577007652365,-0.21609117257139643,-0.8430332872471509
3803,1,5,1,4,2,4,0,0.6591977383551894,0.35288395537379746,0.959363234635779
